run,type,module,name,attrname,attrvalue,value,vectime,vecvalue
Obstacles_Night-1-20191117-11:13:37-5434,runattr,,,configname,Obstacles_Night,,,
Obstacles_Night-1-20191117-11:13:37-5434,runattr,,,datetime,20191117-11:13:37,,,
Obstacles_Night-1-20191117-11:13:37-5434,runattr,,,experiment,Obstacles_Night,,,
Obstacles_Night-1-20191117-11:13:37-5434,runattr,,,inifile,omnetpp.ini,,,
Obstacles_Night-1-20191117-11:13:37-5434,runattr,,,iterationvars,$0=40,,,
Obstacles_Night-1-20191117-11:13:37-5434,runattr,,,iterationvarsf,40-,,,
Obstacles_Night-1-20191117-11:13:37-5434,runattr,,,measurement,$0=40,,,
Obstacles_Night-1-20191117-11:13:37-5434,runattr,,,network,artery.veins.World,,,
Obstacles_Night-1-20191117-11:13:37-5434,runattr,,,processid,5434,,,
Obstacles_Night-1-20191117-11:13:37-5434,runattr,,,repetition,0,,,
Obstacles_Night-1-20191117-11:13:37-5434,runattr,,,replication,#0,,,
Obstacles_Night-1-20191117-11:13:37-5434,runattr,,,resultdir,results,,,
Obstacles_Night-1-20191117-11:13:37-5434,runattr,,,runnumber,1,,,
Obstacles_Night-1-20191117-11:13:37-5434,runattr,,,seedset,1,,,
Obstacles_Night-1-20191117-11:13:37-5434,param,,,*.traci.launcher.sumocfg,"""Obstacles_Night/run.sumo.cfg""",,,
Obstacles_Night-1-20191117-11:13:37-5434,param,,,*.withObstacles,true,,,
Obstacles_Night-1-20191117-11:13:37-5434,param,,,*.obstacles.obstacles,"xmldoc(""config_obstacles.xml"", ""//AnalogueModel[@type='SimpleObstacleShadowing']/obstacles"")",,,
Obstacles_Night-1-20191117-11:13:37-5434,param,,,*.node[*].nic.mac1609_4.txPower,20mW,,,
Obstacles_Night-1-20191117-11:13:37-5434,param,,,*.node[*].nic.phy80211p.decider,"xmldoc(""config_obstacles.xml"")",,,
Obstacles_Night-1-20191117-11:13:37-5434,param,,,*.node[*].nic.phy80211p.analogueModels,"xmldoc(""config_obstacles.xml"")",,,
Obstacles_Night-1-20191117-11:13:37-5434,param,,,*.node[*].applType,"""artery.veins.ApplicationLayer""",,,
Obstacles_Night-1-20191117-11:13:37-5434,param,,,*.node[*].appl.middleware.updateInterval,0.1s,,,
Obstacles_Night-1-20191117-11:13:37-5434,param,,,*.node[*].appl.middleware.datetime,"""2013-06-01 12:35:00""",,,
Obstacles_Night-1-20191117-11:13:37-5434,param,,,*.node[*].appl.middleware.services,"xmldoc(""services.xml"")",,,
Obstacles_Night-1-20191117-11:13:37-5434,param,,,*.node[*].appl.middleware.ExampleService.DecisionLogic,40,,,
Obstacles_Night-1-20191117-11:13:37-5434,param,,,*.node[*].appl.middleware.ExampleService.NeighboringWindow,60,,,
